   X       Y         Z      JointType
-0.8067777 0.1213171 1.976036 22
-0.3684714 0.008965393 2.032718 23
-0.4150967 0.1057528 2.000423 24
-0.5924032 0.1352202 2.072463 0
-0.5893391 0.4324876 2.045792 1
-0.5829697 0.7187518 2.009111 2
-0.5921713 0.8636101 1.998074 3
-0.7504522 0.6103436 2.014228 4
-0.7870598 0.3565047 2.025534 5
-0.7794125 0.1568401 1.980143 6
-0.7680989 0.1188758 1.984421 7
-0.4252954 0.5996805 2.015671 8
-0.379699 0.3441975 2.04305 9
-0.358225 0.1438397 2.006796 10
-0.3634347 0.08918902 2.007304 11
-0.6521507 0.1335726 2.03316 12
-0.6485085 -0.2113826 2.135691 13
-0.6308311 -0.5302626 2.222889 14
-0.6211616 -0.5967211 2.160419 15
-0.5136392 0.1325123 2.045789 16
-0.5300741 -0.2335006 2.161868 17
-0.5497695 -0.553853 2.238585 18
-0.547656 -0.5942728 2.156378 19
-0.5851105 0.6487346 2.020117 20
-0.7757215 0.05438723 1.989923 21
-0.8090254 0.1116589 1.9814 22
-0.3664391 0.008358335 2.035054 23
-0.4048015 0.1296315 2.0245 24
-0.5922691 0.1351686 2.072642 0
-0.5892547 0.4326998 2.046286 1
-0.5830557 0.7194585 2.010115 2
-0.591785 0.863728 1.99843 3
-0.7504071 0.6101425 2.014359 4
-0.7869009 0.3567879 2.025857 5
-0.7792011 0.157194 1.98008 6
-0.7676456 0.1192946 1.984496 7
-0.4249551 0.5992493 2.015714 8
-0.3792114 0.3436831 2.043199 9
-0.3568075 0.1433242 2.007695 10
-0.359668 0.08980397 2.00503 11
-0.65204 0.1335584 2.033277 12
-0.6486341 -0.211447 2.135448 13
-0.6310846 -0.5303984 2.222729 14
-0.6209273 -0.6014355 2.152902 15
-0.5134965 0.1324197 2.046025 16
-0.5299581 -0.2333917 2.161779 17
-0.5496117 -0.5537191 2.238594 18
-0.5479306 -0.5941721 2.156467 19
-0.5851416 0.6493015 2.020983 20
-0.7777752 0.06168215 1.987383 21
-0.8080537 0.1233551 1.97744 22
-0.3625778 0.008951128 2.030557 23
-0.413425 0.1183705 1.99775 24
-0.5922691 0.1351686 2.072642 0
-0.5892547 0.4326998 2.046286 1
-0.5830557 0.7194585 2.010115 2
-0.591785 0.863728 1.99843 3
-0.7504071 0.6101425 2.014359 4
-0.7869009 0.3567879 2.025857 5
-0.7792011 0.157194 1.98008 6
-0.7676456 0.1192946 1.984496 7
-0.4249551 0.5992493 2.015714 8
-0.3792114 0.3436831 2.043199 9
-0.3568075 0.1433242 2.007695 10
-0.359668 0.08980397 2.00503 11
-0.65204 0.1335584 2.033277 12
-0.6486341 -0.211447 2.135448 13
-0.6310846 -0.5303984 2.222729 14
-0.6209273 -0.6014355 2.152902 15
-0.5134965 0.1324197 2.046025 16
-0.5299581 -0.2333917 2.161779 17
-0.5496117 -0.5537191 2.238594 18
-0.5479306 -0.5941721 2.156467 19
-0.5851416 0.6493015 2.020983 20
-0.7777752 0.06168215 1.987383 21
-0.8080537 0.1233551 1.97744 22
-0.3625778 0.008951128 2.030557 23
-0.413425 0.1183705 1.99775 24
-0.5922163 0.1351488 2.073097 0
-0.5892057 0.4328348 2.047026 1
-0.5830629 0.719717 2.011053 2
-0.5912575 0.8632604 1.998177 3
-0.7505112 0.6099004 2.015345 4
-0.7868633 0.3570835 2.026407 5
-0.7784995 0.1576648 1.979766 6
-0.7671707 0.1200419 1.984327 7
-0.4247118 0.5989493 2.015963 8
-0.3782499 0.3433874 2.043251 9
-0.3546349 0.1431257 2.008008 10
-0.3540016 0.08489542 2.001382 11
-0.6519923 0.1336743 2.033882 12
-0.6488591 -0.2129248 2.135334 13
-0.6314817 -0.5303213 2.222579 14
-0.6216167 -0.5994421 2.156852 15
-0.5134537 0.1323044 2.046347 16
-0.5296582 -0.2333919 2.161576 17
-0.5495895 -0.5533677 2.238737 18
-0.5485641 -0.5936974 2.156569 19
-0.5851346 0.6495391 2.021882 20
