   X       Y         Z      JointType
-0.2585585 -0.02715002 1.823243 20
-0.4752827 -0.6127643 1.603528 21
-0.4282276 -0.5091895 1.634285 22
-0.001880993 -0.5921093 1.647993 23
-0.02879474 -0.519437 1.698851 24
-0.2776561 -0.5451004 1.725114 0
-0.2671757 -0.2455056 1.786142 1
-0.2550424 0.04383101 1.832527 2
-0.2626596 0.1599301 1.868375 3
-0.4070314 -0.07414471 1.792631 4
-0.472544 -0.3099473 1.748711 5
-0.4863591 -0.486545 1.641106 6
-0.4803821 -0.5356848 1.625176 7
-0.09565853 -0.09007562 1.83349 8
-0.04216643 -0.3110873 1.793033 9
-0.0009297011 -0.4850563 1.688659 10
-0.0005359586 -0.5185251 1.660509 11
-0.3445025 -0.5300003 1.683715 12
-0.3290151 -0.8162251 1.657208 13
-0.2000477 -0.5390397 1.698579 16
-0.1887525 -0.8267896 1.65639 17
-0.2583628 -0.02728895 1.823291 20
-0.4751929 -0.6128476 1.603982 21
