   X       Y         Z      JointType
-0.22854 0.109683 1.903122 12
-0.2527468 -0.1929408 2.018406 13
-0.2632156 -0.5044034 2.129096 14
-0.2556863 -0.557299 2.002569 15
-0.08417483 0.1144091 1.928335 16
-0.08575618 -0.2139228 2.031069 17
-0.09252865 -0.4993774 2.129167 18
-0.08761045 -0.5522981 2.002417 19
-0.1760743 0.6361598 1.891688 20
-0.3971418 0.03883327 1.873744 21
-0.3700052 0.1059368 1.835841 22
0.07941509 0.00930537 1.908928 23
0.06971071 0.08906073 1.827788 24
-0.1562703 0.119707 1.954598 0
-0.1680353 0.4193355 1.922302 1
-0.1785345 0.7059784 1.878983 2
-0.1656654 0.8425847 1.864538 3
-0.3288131 0.5716847 1.866548 4
-0.3773171 0.3421842 1.909244 5
-0.3969604 0.1367073 1.852171 6
-0.3977157 0.1137133 1.857935 7
-0.01706048 0.6026932 1.880507 8
0.02827738 0.33677 1.905139 9
0.08500171 0.1000516 1.868146 10
0.06917486 0.06441984 1.886541 11
-0.2209612 0.1150758 1.871876 12
-0.2532402 -0.1927932 2.01848 13
-0.2632211 -0.5044022 2.129084 14
-0.2107332 -0.5782818 2.092201 15
-0.08196881 0.122943 1.978009 16
-0.08589961 -0.1656814 2.013647 17
-0.09253333 -0.4994973 2.129241 18
-0.08748383 -0.5524185 2.002498 19
-0.1760839 0.6361555 1.891707 20
-0.3974214 0.04366245 1.869509 21
-0.3724017 0.1090907 1.8313 22
0.07381511 0.004999336 1.921346 23
0.06710495 0.07868996 1.831953 24
-0.1564398 0.1187849 1.954265 0
-0.1681637 0.4190233 1.922195 1
-0.1785898 0.7059565 1.878977 2
-0.1664743 0.8419099 1.862769 3
-0.3290151 0.5716231 1.86642 4
-0.3776609 0.3424322 1.909155 5
-0.3972552 0.1369035 1.852263 6
-0.3974586 0.1133554 1.855304 7
-0.01703135 0.6029323 1.880785 8
0.02775235 0.3415991 1.907177 9
0.08297318 0.1115405 1.886595 10
0.05399691 0.06539302 1.889571 11
-0.2261754 0.1093919 1.89724 12
-0.2515102 -0.1927733 2.019597 13
-0.2631819 -0.5040231 2.128744 14
-0.2682292 -0.58376 2.060109 15
-0.08364226 0.1135006 1.930733 16
-0.08922158 -0.174545 2.012039 17
-0.09264591 -0.4988106 2.129115 18
-0.08746609 -0.551728 2.00237 19
-0.1761442 0.6361063 1.891693 20
-0.3968916 0.03880832 1.872577 21
-0.3705318 0.1052839 1.833524 22
0.0553762 0.004656129 1.924284 23
0.04254161 0.08377249 1.838869 24
-0.1565408 0.1184169 1.95417 0
-0.1682128 0.418902 1.922158 1
-0.1785973 0.7059585 1.878976 2
-0.1666388 0.8418952 1.862402 3
-0.3290741 0.5716287 1.866413 4
-0.3777359 0.3425318 1.909075 5
-0.3973086 0.1369732 1.852293 6
-0.3976289 0.1131513 1.856767 7
-0.01705355 0.6029363 1.880762 8
0.02703046 0.3436299 1.90804 9
0.05633701 0.1340578 1.884721 10
0.0468333 0.07589475 1.886231 11
-0.2264794 0.1095665 1.89968 12
-0.2527123 -0.1924994 2.02016 13
-0.2631887 -0.5039062 2.128727 14
-0.2188273 -0.5819946 2.090141 15
-0.08356238 0.1135684 1.93064 16
-0.08936308 -0.1748584 2.012532 17
-0.09252053 -0.4992005 2.12907 18
-0.08735037 -0.5521082 2.002323 19
-0.1761591 0.636095 1.891688 20
-0.3979784 0.03857948 1.873124 21
-0.3724183 0.1084798 1.830751 22
0.04823674 0.01193074 1.911935 23
0.03261716 0.07901099 1.841688 24
-0.1565408 0.1184169 1.95417 0
-0.1682128 0.418902 1.922158 1
-0.1785973 0.7059585 1.878976 2
-0.1666388 0.8418952 1.862402 3
-0.3290741 0.5716287 1.866413 4
-0.3777359 0.3425318 1.909075 5
-0.3973086 0.1369732 1.852293 6
-0.3976289 0.1131513 1.856767 7
-0.01705355 0.6029363 1.880762 8
0.02703046 0.3436299 1.90804 9
0.05633701 0.1340578 1.884721 10
0.0468333 0.07589475 1.886231 11
-0.2264794 0.1095665 1.89968 12
-0.2527123 -0.1924994 2.02016 13
-0.2631887 -0.5039062 2.128727 14
-0.2188273 -0.5819946 2.090141 15
-0.08356238 0.1135684 1.93064 16
-0.08936308 -0.1748584 2.012532 17
-0.09252053 -0.4992005 2.12907 18
-0.08735037 -0.5521082 2.002323 19
-0.1761591 0.636095 1.891688 20
-0.3979784 0.03857948 1.873124 21
-0.3724183 0.1084798 1.830751 22
0.04823674 0.01193074 1.911935 23
0.03261716 0.07901099 1.841688 24
-0.1565408 0.1184169 1.95417 0
-0.1682128 0.418902 1.922158 1
-0.1785973 0.7059585 1.878976 2
-0.1666388 0.8418952 1.862402 3
-0.3290741 0.5716287 1.866413 4
-0.3777359 0.3425318 1.909075 5
-0.3973086 0.1369732 1.852293 6
-0.3976289 0.1131513 1.856767 7
-0.01705355 0.6029363 1.880762 8
0.02703046 0.3436299 1.90804 9
0.05633701 0.1340578 1.884721 10
0.0468333 0.07589475 1.886231 11
-0.2264794 0.1095665 1.89968 12
-0.2527123 -0.1924994 2.02016 13
-0.2631887 -0.5039062 2.128727 14
-0.2188273 -0.5819946 2.090141 15
-0.08356238 0.1135684 1.93064 16
-0.08936308 -0.1748584 2.012532 17
-0.09252053 -0.4992005 2.12907 18
-0.08735037 -0.5521082 2.002323 19
-0.1761591 0.636095 1.891688 20
-0.3979784 0.03857948 1.873124 21
-0.3724183 0.1084798 1.830751 22
0.04823674 0.01193074 1.911935 23
0.03261716 0.07901099 1.841688 24
-0.1558678 0.1176232 1.953405 0
-0.1680834 0.4186212 1.921906 1
-0.1786273 0.7059425 1.87896 2
-0.1664526 0.8419472 1.862549 3
-0.3290914 0.5715854 1.866346 4
-0.3777772 0.3425198 1.908957 5
-0.3973408 0.1369396 1.852257 6
-0.3968551 0.1144101 1.853462 7
-0.01706663 0.6029142 1.880739 8
0.02724075 0.3443062 1.910553 9
0.05514787 0.1349599 1.881688 10
0.03894663 0.07872131 1.886087 11
-0.2260642 0.1093989 1.9 12
-0.2530863 -0.1922234 2.020156 13
-0.2630926 -0.5039767 2.12859 14
-0.255312 -0.5568328 2.002049 15
-0.08250638 0.1137625 1.930032 16
-0.08934483 -0.1748872 2.012566 17
-0.09234864 -0.5000306 2.129008 18
-0.08718111 -0.5528971 2.002247 19
-0.1761792 0.6360446 1.891645 20
-0.3966156 0.04057555 1.86811 21
-0.3701153 0.1055652 1.831799 22
0.03473671 0.0320402 1.908085 23
0.02609418 0.08806258 1.841113 24
-0.1558459 0.1178438 1.953242 0
-0.1680926 0.4186459 1.921844 1
-0.178653 0.7059278 1.878945 2
-0.1664573 0.8419586 1.86255 3
-0.3291472 0.5715513 1.866277 4
-0.3778277 0.3423774 1.908813 5
-0.3973586 0.1368655 1.851814 6
-0.397164 0.114498 1.852796 7
-0.01708935 0.6029381 1.880729 8
0.02683058 0.3491324 1.914153 9
0.05121168 0.1400273 1.87865 10
-0.2225059 0.1142716 1.867703 12
-0.2532792 -0.1921629 2.020289 13
-0.2630925 -0.5039733 2.128588 14
-0.2615614 -0.5869496 2.067776 15
-0.08392032 0.1206443 1.967651 16
-0.08936356 -0.1748992 2.012885 17
-0.09240235 -0.5003274 2.128563 18
-0.08721668 -0.5531825 2.001801 19
-0.1762018 0.6360334 1.891622 20
-0.3966921 0.03978683 1.868046 21
-0.3744217 0.1045229 1.822883 22
0.02839833 0.03707071 1.898552 23
0.01490218 0.09388361 1.844476 24
-0.1567147 0.1170665 1.951755 0
-0.1683341 0.4183941 1.921361 1
-0.1786559 0.7059302 1.878938 2
-0.1663828 0.8420768 1.862524 3
-0.3292105 0.5714514 1.866161 4
-0.3779527 0.3420935 1.908403 5
-0.3973948 0.1365619 1.851466 6
-0.3962739 0.115139 1.851922 7
-0.01711329 0.6029558 1.880705 8
0.02702216 0.3515313 1.917507 9
0.04718383 0.1426075 1.877244 10
0.02571865 0.08604259 1.880165 11
-0.2283294 0.1108007 1.891701 12
-0.2533706 -0.1922716 2.02028 13
-0.2630919 -0.5039207 2.128582 14
-0.2630132 -0.5877731 2.070956 15
-0.08427882 0.1144591 1.9221 16
-0.08930562 -0.1747565 2.012745 17
-0.09224048 -0.5003147 2.128232 18
-0.08705305 -0.5531176 2.001438 19
-0.17623 0.6360118 1.891564 20
-0.3950753 0.04153532 1.865611 21
-0.3703777 0.1041969 1.830449 22
0.03231768 0.02477644 1.896186 23
-4.005036E-05 0.09083882 1.851577 24
-0.1567147 0.1170665 1.951755 0
-0.1683341 0.4183941 1.921361 1
-0.1786559 0.7059302 1.878938 2
-0.1663828 0.8420768 1.862524 3
-0.3292105 0.5714514 1.866161 4
-0.3779527 0.3420935 1.908403 5
-0.3973948 0.1365619 1.851466 6
-0.3962739 0.115139 1.851922 7
-0.01711329 0.6029558 1.880705 8
0.02702216 0.3515313 1.917507 9
0.04718383 0.1426075 1.877244 10
0.02571865 0.08604259 1.880165 11
-0.2283294 0.1108007 1.891701 12
-0.2533706 -0.1922716 2.02028 13
-0.2630919 -0.5039207 2.128582 14
-0.2630132 -0.5877731 2.070956 15
-0.08427882 0.1144591 1.9221 16
-0.08930562 -0.1747565 2.012745 17
-0.09224048 -0.5003147 2.128232 18
-0.08705305 -0.5531176 2.001438 19
-0.17623 0.6360118 1.891564 20
-0.3950753 0.04153532 1.865611 21
-0.3703777 0.1041969 1.830449 22
0.03231768 0.02477644 1.896186 23
-4.005036E-05 0.09083882 1.851577 24
-0.1565769 0.1155163 1.949196 0
-0.1685654 0.417208 1.919593 1
-0.1789854 0.705529 1.87836 2
-0.1661765 0.841997 1.862064 3
-0.3296698 0.5713009 1.865933 4
-0.3782758 0.3421489 1.907409 5
-0.3973553 0.1365175 1.850733 6
-0.3956305 0.1125472 1.853324 7
-0.01734448 0.6027961 1.880495 8
0.02595508 0.3579604 1.920481 9
0.03545636 0.1485313 1.878302 10
-0.2273298 0.109399 1.896571 12
-0.2530583 -0.1922231 2.020567 13
-0.2628927 -0.5036091 2.128426 14
-0.2702859 -0.5832286 2.060171 15
-0.08307632 0.1146643 1.922037 16
-0.08437887 -0.2130908 2.029849 17
-0.09285787 -0.4947803 2.128756 18
