   X       Y         Z      JointType
15.16602 -0.3786911 16.66667 5
14.5727 -2.39088 16.66667 6
14.47612 -2.839845 16.66667 7
19.82017 2.447127 16.66667 8
20.38221 -0.4735909 16.66667 9
20.76771 -2.933641 16.66667 10
20.78825 -3.739594 16.66667 11
16.94839 -3.402765 16.66667 12
16.8818 -7.266664 16.66667 13
17.45521 -10.03991 17.5 14
17.42009 -10.69596 18 15
18.74257 -3.403297 16.66667 16
19.0199 -7.326587 16.66667 17
19.47067 -10.18051 17.5 18
19.59754 -10.72551 18 19
17.83301 3.044612 16.66667 20
14.39004 -3.532948 16.66667 21
14.39098 -2.845908 16.66667 22
20.86265 -4.654991 16.66667 23
20.67984 -3.823416 16.66667 24
17.84796 -3.40361 16.66667 0
17.84239 0.3101173 16.66667 1
17.83393 3.945668 16.66667 2
17.87527 5.497821 16.66667 3
15.87587 2.488793 16.66667 4
15.16033 -0.3750679 16.66667 5
14.57232 -2.379423 16.66667 6
14.48295 -2.830829 16.66667 7
19.81771 2.444541 16.66667 8
20.38534 -0.482663 16.66667 9
20.77463 -2.938927 16.66667 10
20.79249 -3.74886 16.66667 11
16.94877 -3.403365 16.66667 12
16.88006 -7.258522 16.66667 13
17.45334 -10.03808 17.5 14
17.40726 -10.71622 18 15
18.74367 -3.404149 16.66667 16
19.01561 -7.322952 16.66667 17
19.47143 -10.18154 17.5 18
19.59768 -10.72481 18 19
17.83601 3.044753 16.66667 20
14.39728 -3.49184 16.66667 21
14.42322 -2.775901 16.66667 22
20.85973 -4.671953 16.66667 23
20.64001 -3.758894 16.66667 24
17.84669 -3.405907 16.66667 0
17.84179 0.308992 16.66667 1
17.83429 3.944991 16.66667 2
17.87609 5.49669 16.66667 3
15.8749 2.486764 16.66667 4
15.16014 -0.3753647 16.66667 5
14.57006 -2.395684 16.66667 6
14.47311 -2.855765 16.66667 7
19.81713 2.442065 16.66667 8
20.38591 -0.4870979 16.66667 9
20.77569 -2.958726 16.66667 10
20.78827 -3.752226 16.66667 11
16.94728 -3.40499 16.66667 12
16.88087 -7.262274 16.66667 13
17.45316 -10.03825 17.5 14
17.40721 -10.71647 18 15
18.7427 -3.407181 16.66667 16
18.99857 -7.327617 16.66667 17
19.47148 -10.18132 17.5 18
19.5976 -10.72452 18 19
17.83607 3.043986 16.66667 20
14.3671 -3.5226 16.66667 21
14.41686 -2.807433 16.66667 22
20.85347 -4.676254 16.66667 23
20.6463 -3.691753 16.66667 24
17.846 -3.406343 16.66667 0
17.84105 0.3092026 16.66667 1
17.83331 3.945687 16.66667 2
17.87609 5.497064 16.66667 3
15.87377 2.484476 16.66667 4
15.16181 -0.3740967 16.66667 5
14.5706 -2.394035 16.66667 6
14.48168 -2.860684 16.66667 7
19.81662 2.440115 16.66667 8
20.38636 -0.4901589 16.66667 9
20.78191 -2.965805 16.66667 10
20.80398 -3.769563 16.66667 11
16.94666 -3.405048 16.66667 12
16.88355 -7.296854 16.66667 13
17.45308 -10.03835 17.5 14
17.40962 -10.7046 18 15
18.74205 -3.407898 16.66667 16
18.99421 -7.298234 16.66667 17
19.47134 -10.17985 17.5 18
19.59529 -10.72276 18 19
17.83515 3.044569 16.66667 20
14.36426 -3.537413 16.66667 21
14.41979 -2.828389 16.66667 22
20.85838 -4.685027 16.66667 23
20.66489 -3.650743 16.66667 24
17.84464 -3.407825 16.66667 0
17.84003 0.3077492 16.66667 1
17.83218 3.944794 16.66667 2
17.87729 5.496919 16.66667 3
15.87241 2.486362 16.66667 4
15.16595 -0.3771049 16.66667 5
14.56112 -2.525218 16.66667 6
14.44861 -3.01645 16.66667 7
19.81629 2.439289 16.66667 8
20.38662 -0.4960526 16.66667 9
20.78539 -2.961342 16.66667 10
20.80333 -3.76319 16.66667 11
16.94512 -3.406245 16.66667 12
16.88277 -7.300836 16.66667 13
17.45564 -10.04187 17.5 14
17.41004 -10.70269 18 15
18.74081 -3.40959 16.66667 16
18.99913 -7.317386 16.66667 17
19.46869 -10.18164 17.5 18
19.59555 -10.72365 18 19
17.83403 3.043473 16.66667 20
14.29251 -3.699554 16.66667 21
14.37167 -3.021483 16.66667 22
20.85625 -4.684111 16.66667 23
20.64797 -3.734604 16.66667 24
17.84168 -3.40889 16.66667 0
17.83814 0.3069313 16.66667 1
17.83146 3.939039 16.66667 2
17.87396 5.492513 16.66667 3
15.87664 2.483601 16.66667 4
15.1657 -0.3780602 16.66667 5
14.57123 -2.527713 16.66667 6
14.45977 -2.98873 16.66667 7
19.82092 2.435478 16.66667 8
20.38391 -0.5000839 16.66667 9
20.79004 -2.964995 16.66667 10
20.80891 -3.773067 16.66667 11
16.9421 -3.406689 16.66667 12
16.88342 -7.247203 16.66667 13
17.45747 -10.04325 17.5 14
17.40786 -10.68989 18 15
18.73792 -3.411249 16.66667 16
18.93626 -7.325784 16.66667 17
19.45975 -10.19285 17.5 18
19.59973 -10.73174 18 19
17.83294 3.039548 16.66667 20
14.30455 -3.722932 16.66667 21
14.37433 -3.01866 16.66667 22
20.85597 -4.693377 16.66667 23
20.6652 -3.670537 16.66667 24
17.83866 -3.410146 16.66667 0
17.8329 0.3061401 16.66667 1
17.8247 3.939186 16.66667 2
17.87225 5.490502 16.66667 3
15.88057 2.485035 16.66667 4
15.16871 -0.3899689 16.66667 5
14.56417 -2.650056 16.66667 6
14.45572 -3.167197 16.66667 7
19.82434 2.433211 16.66667 8
20.38161 -0.5043877 16.66667 9
20.78435 -2.945632 16.66667 10
20.8109 -3.774947 16.66667 11
16.93895 -3.407703 16.66667 12
16.88063 -7.251465 16.66667 13
17.45667 -10.04278 17.5 14
17.40782 -10.68874 18 15
18.73461 -3.412035 16.66667 16
18.93096 -7.375328 16.66667 17
19.45968 -10.19411 17.5 18
19.60007 -10.73149 18 19
17.82644 3.039368 16.66667 20
14.30536 -3.942383 16.66667 21
14.36292 -3.181441 16.66667 22
20.86678 -4.688817 16.66667 23
20.69834 -3.692729 16.66667 24
17.83389 -3.413261 16.66667 0
17.82832 0.304052 16.66667 1
17.82108 3.938526 16.66667 2
17.87106 5.489627 16.66667 3
15.87975 2.485111 16.66667 4
15.16718 -0.3922356 16.66667 5
14.57179 -2.6619 16.66667 6
14.46053 -3.177055 16.66667 7
19.82412 2.432824 16.66667 8
20.37861 -0.5134193 16.66667 9
20.78469 -2.954352 16.66667 10
20.80892 -3.778957 16.66667 11
16.9331 -3.410915 16.66667 12
16.87691 -7.282867 16.66667 13
17.45439 -10.04223 17.5 14
17.40672 -10.68718 18 15
18.73067 -3.414946 16.66667 16
18.93122 -7.371161 16.66667 17
19.45161 -10.19695 17.5 18
19.60147 -10.733 18 19
17.82254 3.03835 16.66667 20
